REFERENCE,CHILD_DRIVE,BIRTHDAY,AGE,HOME_CHILDREN,JOB_TENURE,INCOME,HOME_VAL,MARITAL_STATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,CAR_COST,PTIF,CAR_TYPE,OLDCLAIM,CLM_FREQ,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,CLAIM_FLAG,CITY_RURAL
574752333,0,19-May-50,49,0,15,"£22,978","£142,232",Yes,M,<High School,Clerical,5,Private,20010,1,Van,0,0,No,0,0,9,0,City
599902935,0,02-Sep-74,25,4,0,£0,£0,Yes,F,<High School,Student,51,Private,17650,11,Sports Car,0,0,No,3,8253,1,1,City
756912875,0,17-Dec-35,63,0,15,"£42,209",£0,No,M,High School,z_Blue Collar,22,Commercial,16850,1,Minivan,7199,3,No,1,1479,9,1,City
478397979,3,04-Jun-54,45,3,14,"£3,532","£71,160",Yes,F,High School,Home Maker,34,Private,6350,1,SUV,11564,2,No,2,2467,6,1,City
860497328,0,14-Feb-62,37,0,13,"£56,637","£173,813",Yes,M,Bachelors,Manager,34,Private,10860,17,Pickup,0,0,No,0,0,10,0,City
699295680,0,27-Nov-49,49,0,12,"£50,295","£237,605",No,M,Bachelors,z_Blue Collar,39,Commercial,10390,13,Pickup,2319,2,No,1,6603,13,1,City
534495074,0,14-Dec-69,29,0,3,"£26,911",£0,No,F,High School,Home Maker,33,Private,18970,6,Pickup,1258,1,No,5,0,,0,City
258811160,0,13-Apr-65,34,3,13,"£20,299","£64,828",Yes,F,High School,Home Maker,45,Private,18140,6,SUV,0,0,No,3,0,1,0,Rural
132575584,0,18-Sep-43,56,0,4,"£95,560","£302,431",Yes,M,High School,Professional,81,Private,5450,10,Pickup,0,0,No,0,0,1,0,City
532984809,0,20-Nov-49,49,0,,"£115,666",£0,No,F,Masters,Manager,17,Private,14590,10,Minivan,0,0,No,1,0,12,0,City
923317000,0,14-Dec-65,33,0,5,"£12,067",£0,Yes,F,<High School,Clerical,19,Private,3170,4,Sports Car,0,0,No,0,0,1,0,City
726178269,0,04-Jul-45,54,0,0,£0,£0,No,F,High School,Home Maker,47,Private,14530,1,Sports Car,0,0,No,4,0,1,0,Rural
482073984,0,20-Oct-60,39,0,,"£94,059","£291,477",Yes,M,Bachelors,Professional,34,Commercial,42320,1,Panel Truck,0,0,No,0,2691,6,1,City
404075610,1,06-Aug-55,44,2,11,"£126,023","£318,339",No,F,Masters,Manager,17,Private,5900,1,SUV,2863,2,No,0,0,13,0,City
266247232,0,12-Feb-69,30,3,13,"£10,355",£0,Yes,M,High School,Student,23,Commercial,19080,6,Van,4260,1,No,3,0,,0,City
850314594,0,28-Aug-46,53,0,5,"£183,296",£0,No,M,PhD,Manager,10,Private,34030,6,Minivan,0,0,No,0,0,,0,City
771456575,1,25-Nov-59,39,3,5,"£26,440",£0,No,F,Bachelors,Clerical,68,Private,9640,6,SUV,2068,2,No,0,0,,0,Rural
731416415,0,18-May-63,36,2,12,"£53,169",£0,No,F,<High School,Clerical,45,Private,9610,6,SUV,3698,2,No,5,8056,1,1,Rural
106556153,0,05-Mar-70,29,0,8,"£38,494",£0,No,M,Bachelors,Professional,58,Commercial,29190,10,Panel Truck,0,0,No,0,0,8,0,Rural
618434272,0,01-May-67,32,1,10,"£6,930",£0,Yes,M,High School,Student,42,Commercial,23660,4,Panel Truck,4415,1,No,1,2528,8,1,City
202674438,0,24-Sep-48,51,0,12,"£40,038","£184,071",Yes,M,High School,z_Blue Collar,46,Commercial,28460,1,Panel Truck,0,0,No,1,0,1,0,City
767643193,0,06-Apr-50,49,0,10,"£73,241",£0,No,M,Masters,,36,Commercial,6400,4,Pickup,5198,3,No,1,0,15,0,City
116726355,0,11-Oct-51,48,2,11,"£138,905","£385,723",Yes,M,Masters,,14,Commercial,29980,4,Panel Truck,0,0,No,0,0,13,0,City
549987782,0,02-Dec-42,56,0,10,"£29,783","£144,660",Yes,F,Bachelors,Clerical,30,Private,17990,1,Minivan,9058,1,No,2,0,2,0,City
311882294,0,19-Dec-61,37,0,10,"£86,754",£0,No,F,PhD,Lawyer,21,Private,13880,1,Sports Car,31966,3,Yes,2,1459,13,1,City
313449984,1,29-Jun-62,37,1,14,"£66,175","£214,362",No,F,<High School,z_Blue Collar,51,Private,13240,15,SUV,0,0,No,4,691,1,1,City
498082914,0,14-Jan-54,45,0,0,£0,"£77,143",No,F,Masters,Home Maker,24,Private,30130,4,Minivan,0,0,No,0,1896,15,1,City
145283539,0,13-Oct-43,56,0,14,"£80,719","£258,688",Yes,F,Bachelors,Manager,51,Private,13730,6,Sports Car,9598,4,Yes,3,0,13,0,City
543932507,0,12-Mar-26,73,0,15,"£1,773",£0,No,F,Bachelors,Student,47,Private,8980,7,Sports Car,0,0,No,1,0,14,0,City
413358029,0,19-Oct-51,48,0,11,"£11,515",£0,Yes,M,High School,Student,20,Private,10230,4,Minivan,0,0,No,2,5418,1,1,City
784875608,0,17-Oct-51,48,0,9,"£12,169",£0,Yes,F,High School,Student,69,Private,7520,1,Sports Car,0,0,No,1,0,8,0,Rural
969801584,1,01-Aug-54,45,1,14,"£26,156","£180,598",Yes,F,Bachelors,Professional,47,Private,14460,1,SUV,28959,1,Yes,0,5511,10,1,City
549352761,0,13-Mar-66,33,4,14,"£86,451","£256,050",Yes,M,Bachelors,z_Blue Collar,40,Private,13450,11,Minivan,0,0,No,0,0,9,0,City
424531982,0,06-Dec-42,56,2,16,"£66,868","£207,412",Yes,F,High School,z_Blue Collar,17,Private,21050,10,Pickup,0,0,Yes,0,0,6,0,City
69168603,0,31-May-44,55,0,16,"£42,815","£206,874",Yes,M,Masters,Lawyer,47,Private,14690,1,Minivan,8762,1,No,0,0,8,0,City
25773763,0,19-Dec-43,55,0,0,£0,"£104,801",No,F,High School,Home Maker,31,Private,1500,1,SUV,7447,3,No,5,0,,0,City
54896972,0,24-Feb-45,54,0,11,"£95,024","£292,161",No,F,Bachelors,Professional,53,Private,22930,3,SUV,20351,2,No,6,0,12,0,City
24268527,0,25-Jun-74,25,3,13,"£55,422","£136,144",Yes,F,Bachelors,Professional,60,Private,9540,1,SUV,6798,1,No,0,0,1,0,City
728304971,0,10-Oct-57,42,1,15,"£21,863","£129,485",Yes,M,High School,Clerical,30,Private,7890,10,Pickup,0,0,Yes,0,0,1,0,City
612724512,1,04-Mar-58,41,2,14,"£86,860",£0,No,M,Bachelors,z_Blue Collar,33,Commercial,16020,3,Minivan,0,0,No,4,34379,1,1,City
386664474,0,07-Oct-43,56,0,15,"£82,370","£279,618",Yes,F,Masters,Manager,15,Private,15340,6,SUV,0,0,No,0,0,15,0,City
944927413,0,26-Nov-63,35,3,0,,£0,No,M,<High School,Student,15,Private,6050,10,Pickup,0,0,No,0,0,,0,City
373383543,0,06-Jan-53,46,0,3,,£0,Yes,M,<High School,Student,45,Private,7330,1,Pickup,0,0,No,2,0,4,0,Rural
736977872,0,24-Sep-44,55,0,2,"£38,371",£0,Yes,F,High School,z_Blue Collar,43,Commercial,12820,1,SUV,0,0,No,6,2880,9,1,City
780584541,0,01-Apr-66,33,1,12,"£66,803","£195,906",Yes,M,Masters,Lawyer,31,Private,14390,6,Minivan,0,0,Yes,0,0,17,0,City
719403707,0,23-Aug-56,43,0,12,"£46,793","£185,119",Yes,M,High School,z_Blue Collar,34,Commercial,10340,4,Pickup,3819,2,No,0,0,1,0,City
678765250,0,20-Dec-50,48,0,0,£0,"£80,136",No,M,Bachelors,Student,45,Commercial,7220,6,Pickup,0,0,No,0,0,7,0,Rural
892127176,0,05-Jan-66,33,0,9,"£74,138","£262,120",No,M,High School,z_Blue Collar,5,Private,13640,13,Minivan,0,0,No,0,0,1,0,City
639408362,0,22-Feb-50,49,0,13,"£59,743","£244,754",Yes,M,Bachelors,z_Blue Collar,11,Commercial,12370,1,Minivan,51188,2,Yes,4,0,10,0,City
663024015,0,26-Mar-43,56,3,15,"£92,145",£0,Yes,F,High School,Manager,7,Private,11650,1,Pickup,7905,1,No,4,0,8,0,City
166937468,0,28-Apr-64,35,2,12,"£3,028",£0,No,M,Bachelors,Student,40,Private,5300,1,Pickup,32063,2,Yes,4,0,10,0,City
654813356,0,15-Jun-51,48,0,7,"£24,212","£186,195",Yes,M,High School,Clerical,39,Private,19520,13,Van,0,0,No,3,0,8,0,City
204049784,0,24-May-43,56,0,13,"£66,579","£176,480",Yes,M,Masters,Manager,29,Private,12820,4,Minivan,0,0,No,0,0,,0,City
160172662,0,29-Apr-57,42,2,14,"£23,853","£123,163",No,M,<High School,z_Blue Collar,46,Private,15850,1,Minivan,0,0,No,0,0,,0,City
601094820,0,07-Sep-59,40,0,7,"£14,848","£90,392",Yes,F,<High School,Clerical,26,Private,12060,1,SUV,0,0,No,0,0,4,0,Rural
92312138,0,17-Nov-58,41,0,12,"£14,129",£0,Yes,M,<High School,Clerical,55,Private,15210,13,Minivan,34575,2,Yes,7,4601,6,1,City
405866348,1,27-Aug-43,56,1,15,"£88,858","£254,318",Yes,F,PhD,Lawyer,20,Private,5670,4,SUV,4906,2,No,2,38758,19,1,City
317353516,0,21-Feb-59,40,1,12,"£77,388","£257,764",Yes,F,Masters,Lawyer,17,Private,9240,6,SUV,3716,1,No,0,0,14,0,City
545539657,0,16-Aug-56,43,0,10,"£46,119",£0,No,M,High School,Professional,51,Commercial,10410,1,Pickup,10930,3,No,0,3983,,1,City
399814035,0,29-May-44,55,0,11,"£241,408",£0,No,F,PhD,Doctor,42,Private,41230,7,Van,0,0,No,0,0,17,0,City
258710008,0,20-Aug-65,34,5,,"£17,698","£135,356",Yes,F,<High School,Home Maker,35,Private,6670,1,Sports Car,0,0,No,0,0,1,0,Rural
398404901,0,02-Feb-70,29,3,,"£15,958","£110,842",No,M,<High School,Clerical,30,Private,6000,3,Pickup,0,0,No,4,1529,1,1,City
766231602,0,16-Apr-52,47,0,9,"£47,331",£0,No,M,Bachelors,Professional,38,Private,10930,9,Pickup,33948,2,Yes,1,0,13,0,City
266148272,0,20-Feb-50,49,0,10,"£29,998","£155,563",Yes,M,High School,Clerical,49,Private,18110,1,Van,0,0,No,1,0,12,0,City
512332959,0,04-Jul-43,56,0,16,"£38,338",£0,Yes,M,<High School,z_Blue Collar,26,Private,2160,6,Minivan,0,0,Yes,3,5201,6,1,City
536514165,0,07-Sep-61,38,0,12,,"£100,544",Yes,F,High School,Home Maker,12,Private,5720,4,Sports Car,15635,2,Yes,0,1929,6,1,City
490051756,0,11-Apr-50,49,0,12,"£106,541","£295,297",No,F,Bachelors,z_Blue Collar,26,Commercial,6400,6,SUV,5758,2,No,4,0,12,0,City
844295434,0,07-Feb-69,30,0,11,"£175,172","£397,255",No,F,Bachelors,Professional,38,Private,29470,1,Pickup,4683,2,No,0,0,1,0,City
544560620,0,02-Sep-46,53,0,14,"£107,394","£320,182",Yes,F,High School,z_Blue Collar,20,Commercial,17540,1,SUV,0,0,No,1,0,1,0,City
286953450,1,09-Oct-56,43,2,15,"£89,534","£243,221",Yes,F,Masters,Manager,42,Private,28890,10,Minivan,0,0,No,0,0,13,0,City
882704506,3,17-Mar-60,39,3,13,"£110,251","£349,101",Yes,M,Bachelors,z_Blue Collar,36,Commercial,38900,1,Panel Truck,21033,2,Yes,3,3463,1,1,City
769067201,0,14-Aug-55,44,0,11,"£50,747","£181,497",No,M,Masters,Professional,29,Commercial,24210,7,Panel Truck,41477,2,No,3,0,16,0,City
357974300,0,21-Aug-49,50,1,15,"£39,861","£216,306",Yes,F,Bachelors,Clerical,22,Private,10490,6,SUV,0,0,No,0,5283,8,1,City
841845066,0,03-Jul-60,39,2,,"£111,072","£298,336",Yes,F,Bachelors,Manager,33,Private,9560,4,SUV,0,0,No,4,0,10,0,City
665735939,2,07-Sep-54,45,2,13,"£109,361","£308,693",Yes,F,Bachelors,Manager,9,Private,1500,1,SUV,0,0,No,0,767,16,1,City
587266255,0,21-Nov-47,51,0,11,,"£210,209",No,M,High School,z_Blue Collar,31,Commercial,10670,1,Pickup,0,0,No,0,15574,10,1,City
887285113,0,11-Dec-47,51,0,11,"£172,877",£0,No,F,Masters,Manager,5,Commercial,28650,4,Pickup,4631,2,No,0,0,,0,City
49251335,0,04-Oct-47,52,0,12,"£99,034",£0,No,F,Masters,Manager,23,Private,26660,19,Minivan,0,0,No,0,0,12,0,City
814038984,0,07-Jan-66,33,0,7,"£66,604",£0,No,F,Masters,Lawyer,29,Private,11460,1,SUV,1552,2,No,3,3411,10,1,City
444239866,0,21-Jan-62,37,0,8,"£85,208",£0,No,F,Bachelors,Professional,26,Private,13410,6,Sports Car,0,0,No,0,0,14,0,City
751140703,0,04-Dec-50,48,0,13,"£59,232",£0,No,F,Bachelors,Manager,31,Private,7710,1,Sports Car,0,0,No,4,0,8,0,City
298354561,0,27-Aug-72,27,2,11,"£64,412",£0,No,F,High School,z_Blue Collar,29,Commercial,4200,6,Sports Car,10679,2,No,6,5268,6,1,City
603852482,0,20-Jan-51,48,0,8,"£28,012","£118,047",Yes,F,High School,Clerical,38,Private,26370,4,Pickup,0,0,Yes,0,0,7,0,City
978954247,0,05-Mar-65,34,2,10,"£19,742",£0,Yes,F,High School,Student,13,Commercial,5200,4,SUV,44231,2,Yes,2,3283,8,1,City
171682035,1,30-Apr-60,39,2,5,"£77,044","£256,082",Yes,F,<High School,z_Blue Collar,34,Private,13100,1,SUV,7120,2,No,6,0,1,0,City
783392526,0,27-May-62,37,0,12,"£62,010",£0,No,M,Bachelors,Professional,33,Commercial,7700,1,Pickup,0,0,No,2,5075,10,1,City
41022073,0,04-Nov-47,52,0,15,"£99,963","£287,639",Yes,F,High School,Clerical,32,Commercial,29850,7,Pickup,6600,3,No,3,2961,1,1,City
976339643,0,15-Jul-42,57,0,,"£33,707",£0,No,F,<High School,z_Blue Collar,40,Private,7200,10,SUV,0,0,No,1,0,1,0,Rural
715657559,0,17-Feb-69,30,2,9,"£18,447","£103,600",Yes,F,<High School,Clerical,45,Private,3340,13,Sports Car,0,0,No,2,0,5,0,City
886539014,0,10-Jan-51,48,0,11,"£65,240","£189,120",No,F,High School,z_Blue Collar,5,Commercial,12040,7,Sports Car,5396,1,No,3,17958,1,1,City
705223965,0,22-Jul-52,47,0,11,"£90,305","£277,466",Yes,M,Bachelors,Professional,49,Private,15470,6,Minivan,12111,3,No,3,0,14,0,City
16073648,0,19-Aug-50,49,0,11,,"£150,658",Yes,M,High School,Clerical,8,Private,8730,1,Minivan,0,0,No,0,0,9,0,City
395824593,0,16-Sep-48,51,0,12,"£55,657","£204,009",Yes,F,Bachelors,Clerical,41,Private,20030,9,SUV,21745,1,Yes,4,0,8,0,Rural
184808928,0,24-Apr-53,46,0,6,"£83,277",£0,No,F,Bachelors,Home Maker,5,Private,23090,4,Minivan,0,0,No,1,0,4,0,City
160670315,0,13-Feb-44,55,0,16,"£174,355","£456,636",Yes,M,Masters,,38,Commercial,16230,1,Van,0,0,Yes,0,4198,1,1,City
855248699,0,18-Oct-68,31,0,7,"£6,249",£0,No,M,High School,Student,9,Commercial,10110,1,Pickup,2511,2,No,2,4009,1,1,City
799546273,0,11-Apr-37,62,0,7,"£71,961",£0,No,M,Masters,Lawyer,42,Private,19520,8,SUV,1293,2,No,6,0,16,0,City
612835729,0,06-Oct-76,23,1,9,,"£56,000",No,M,<High School,Student,21,Private,3870,1,Minivan,9822,2,No,1,0,8,0,City
686663125,0,10-Oct-52,47,0,,"£17,097","£115,537",Yes,M,<High School,z_Blue Collar,56,Private,12520,6,Minivan,0,0,No,0,0,7,0,City
387659804,0,18-Dec-53,45,0,10,"£117,309",£0,No,M,Masters,Lawyer,25,Private,17730,4,Van,12118,1,No,4,0,24,0,City
764303616,0,26-Aug-63,36,2,13,"£16,212","£145,996",Yes,F,<High School,Clerical,29,Private,5100,3,SUV,0,0,No,0,0,1,0,City
399019366,0,05-Jun-53,46,0,9,"£99,087","£301,625",No,F,Bachelors,Professional,29,Private,6100,10,Sports Car,0,0,No,2,0,8,0,Rural
114966909,0,30-Dec-62,36,0,8,"£32,905",£0,No,M,High School,z_Blue Collar,30,Commercial,5100,4,Pickup,6014,2,No,4,0,8,0,Rural
156247251,1,13-Nov-54,45,3,,"£78,061",£0,No,F,Bachelors,Professional,44,Private,13810,1,Sports Car,7810,1,No,6,0,14,0,Rural
737713808,0,19-Apr-59,40,2,,"£72,640",£0,No,F,Masters,Lawyer,17,Private,14330,1,SUV,0,0,No,0,29578,14,1,City
33572322,1,21-Dec-58,40,3,,"£137,394",£0,No,F,Masters,Lawyer,6,Private,21690,6,Minivan,30553,3,No,1,15941,18,1,City
51967687,0,15-Jun-39,60,0,8,"£50,279","£248,586",Yes,F,Bachelors,Manager,5,Private,12530,4,Minivan,7566,1,No,6,0,12,0,City
277209731,0,23-Feb-71,28,2,11,"£4,087",£0,No,F,<High School,Student,25,Private,6350,9,SUV,0,0,No,0,0,1,0,City
943699502,0,22-Dec-51,47,0,12,"£64,545","£251,025",No,M,Bachelors,Clerical,31,Commercial,22620,6,Panel Truck,0,0,No,2,0,14,0,Rural
564643042,0,06-Sep-47,52,0,8,"£96,707","£270,073",Yes,M,High School,z_Blue Collar,33,Commercial,29370,13,Panel Truck,0,0,No,0,0,1,0,Rural
969343262,0,30-Aug-66,33,2,12,"£70,408","£190,519",Yes,F,Bachelors,z_Blue Collar,31,Commercial,11840,4,Sports Car,0,0,No,1,0,9,0,City
234056875,0,06-Jul-52,47,0,4,"£12,765",£0,No,F,<High School,Student,70,Private,11820,1,Sports Car,4960,2,No,2,0,7,0,Rural
694602815,2,23-Feb-63,36,3,8,"£34,503","£188,414",Yes,M,High School,z_Blue Collar,16,Commercial,23790,11,Minivan,39271,2,Yes,0,2663,1,1,City
33481658,0,04-Nov-40,59,2,15,"£61,833","£219,795",Yes,F,Masters,Lawyer,45,Private,13580,1,SUV,31858,3,Yes,0,0,17,0,City
465484113,0,08-Jun-60,39,0,11,,"£63,935",No,F,High School,Home Maker,51,Private,6620,5,Sports Car,3884,2,No,1,0,1,0,Rural
58029490,0,18-Nov-60,38,0,10,"£50,688","£241,272",Yes,F,<High School,z_Blue Collar,34,Private,9590,7,SUV,9157,3,No,3,0,3,0,City
453323088,0,10-Apr-43,56,0,12,"£48,414",£0,No,M,Bachelors,Manager,43,Private,18120,10,Minivan,9932,2,No,0,0,13,0,City
69378750,0,03-Feb-56,43,0,9,"£122,306",£0,No,M,Masters,Manager,16,Private,5800,1,Pickup,0,0,No,1,0,16,0,City
387525049,0,29-Jun-56,43,0,11,"£11,500",£0,Yes,M,High School,Student,30,Commercial,13640,11,Minivan,0,0,No,0,0,11,0,Rural
637224986,0,24-Mar-53,46,0,13,"£66,067","£192,151",Yes,F,Bachelors,Professional,36,Private,9660,1,Minivan,53568,2,No,0,0,10,0,City
895787911,0,11-Nov-63,36,0,10,"£149,140","£403,263",No,M,Masters,,44,Commercial,34700,7,Panel Truck,27207,2,No,3,0,13,0,City
409115771,0,12-Apr-46,53,0,14,"£123,265","£343,878",Yes,M,Masters,Lawyer,5,Private,15910,1,Minivan,0,0,No,0,0,19,0,City
861034681,0,13-Dec-68,30,3,18,"£22,780","£115,989",Yes,F,High School,Clerical,8,Private,9930,16,Minivan,1641,1,No,5,0,8,0,City
751343147,0,17-May-69,30,3,14,"£34,392","£132,995",Yes,M,<High School,Clerical,11,Commercial,8720,9,Pickup,0,0,No,0,0,,0,Rural
176621082,0,05-Feb-57,42,0,8,"£24,076",£0,No,M,<High School,Clerical,43,Private,8110,1,Pickup,32580,2,Yes,5,2286,6,1,City
648762916,0,14-Feb-48,51,0,11,"£109,179","£319,503",No,M,Masters,Lawyer,23,Private,17520,4,Van,1173,1,No,5,0,17,0,City
105761550,0,11-Aug-59,40,0,11,"£60,157","£213,223",No,M,High School,Manager,28,Private,15600,1,Minivan,47231,3,Yes,1,0,6,0,City
778998251,0,03-Feb-64,35,0,8,"£30,782",£0,No,M,High School,Professional,40,Private,8840,4,Pickup,0,0,Yes,0,0,12,0,City
660187005,0,23-Nov-51,47,0,0,£0,£0,Yes,M,Bachelors,Student,31,Commercial,6200,1,Pickup,0,0,No,2,2385,9,1,City
308399089,0,06-Aug-55,44,2,13,"£72,811","£232,566",Yes,M,High School,z_Blue Collar,48,Commercial,18580,7,Van,0,0,No,0,0,1,0,Rural
903938635,1,22-Nov-56,42,3,17,"£55,805","£235,020",Yes,M,High School,z_Blue Collar,47,Commercial,11530,1,Pickup,0,0,No,1,0,8,0,Rural
118712896,0,12-Mar-38,61,2,18,"£34,446","£164,860",Yes,M,Masters,Lawyer,35,Private,11040,4,SUV,1465,2,No,0,0,9,0,City
93156230,0,05-Aug-45,54,1,12,"£10,838",£0,No,F,Bachelors,Home Maker,37,Private,22280,1,Minivan,8238,2,No,0,0,8,0,Rural
923722464,0,21-Sep-46,53,0,10,"£30,699",£0,No,M,Bachelors,Clerical,43,Commercial,22730,4,Panel Truck,19644,2,Yes,5,0,13,0,City
57268815,0,30-Dec-55,43,0,12,"£46,671","£180,858",No,M,<High School,z_Blue Collar,63,Private,9400,13,Pickup,0,0,No,3,7586,5,1,City
247069987,0,13-Jun-47,52,0,9,"£46,188","£164,207",No,F,Masters,Manager,26,Private,18910,6,Minivan,0,0,No,0,0,12,0,City
704086674,0,13-May-56,43,0,11,,"£179,124",Yes,F,High School,Professional,51,Private,6530,1,Sports Car,8487,2,No,3,15973,1,1,City
67922648,0,24-Apr-50,49,0,11,"£1,573","£118,559",Yes,M,<High School,Student,49,Commercial,6560,1,Pickup,0,0,No,3,0,5,0,City
877699057,2,29-Dec-59,39,2,12,"£72,695",£0,Yes,F,Masters,Manager,53,Private,5400,1,SUV,5346,2,No,2,3706,20,1,City
566567804,0,21-May-49,50,0,0,£0,£0,No,F,PhD,Lawyer,49,Private,6500,1,SUV,0,0,No,0,0,17,0,Rural
261574026,0,22-Apr-50,49,0,8,"£156,753",£0,No,F,PhD,Manager,38,Private,6670,16,SUV,26178,2,Yes,1,0,14,0,City
276466650,0,21-Aug-51,48,0,10,"£70,210","£252,073",Yes,M,High School,Manager,37,Commercial,11450,6,Pickup,0,0,No,0,0,8,0,City
650676239,0,09-Jun-44,55,0,14,"£98,789","£263,716",Yes,F,PhD,,5,Private,11430,4,Sports Car,8592,2,No,4,0,10,0,City
662174390,0,17-Mar-52,47,0,8,"£185,671",£0,No,M,PhD,Manager,9,Commercial,36260,6,Panel Truck,9196,4,No,2,0,13,0,City
915558193,0,15-Aug-51,48,0,16,"£140,390",£0,No,M,Masters,Lawyer,18,Private,32140,1,Minivan,0,0,No,0,0,21,0,City
853742774,0,03-Sep-41,58,0,19,"£42,485","£158,903",Yes,M,High School,z_Blue Collar,58,Commercial,25530,1,Panel Truck,0,0,No,0,0,1,0,Rural
704076886,0,02-Jul-42,57,0,4,"£50,397",£0,No,M,PhD,Lawyer,29,Private,12950,4,Minivan,0,0,No,1,0,12,0,City
881521068,0,26-Mar-65,34,4,0,£0,£0,Yes,F,<High School,Home Maker,38,Private,22090,19,Minivan,0,0,No,0,0,6,0,Rural
241169153,0,30-Sep-41,58,0,13,"£41,696","£203,910",Yes,M,High School,Professional,35,Private,19480,13,Minivan,0,0,No,2,0,1,0,City
335557218,0,04-Jun-72,27,1,10,"£44,208",£0,No,F,High School,Clerical,32,Private,8620,1,SUV,3700,2,No,5,3280,9,1,City
967096094,3,13-Dec-59,39,3,11,"£121,626","£304,332",No,F,Bachelors,Professional,20,Private,17560,6,SUV,0,0,No,1,0,11,0,City
799857899,0,03-Jul-49,50,0,12,"£7,971",£0,No,F,PhD,Home Maker,5,Private,17620,3,Minivan,0,0,No,5,0,,0,Rural
957242334,0,14-Jan-66,33,3,9,"£58,195","£171,902",Yes,F,High School,Professional,37,Private,8090,1,Sports Car,504,1,No,0,0,1,0,City
306194395,1,13-Sep-56,43,3,15,"£39,564","£202,355",Yes,M,High School,z_Blue Collar,30,Commercial,33110,1,Panel Truck,610,4,No,0,5210,4,1,City
149932109,0,15-Mar-59,40,1,11,"£40,252","£201,916",No,M,High School,z_Blue Collar,40,Private,7240,13,Pickup,0,0,Yes,0,1188,1,1,City
941624863,0,13-Jan-57,42,0,12,"£44,614","£209,910",Yes,F,High School,Professional,65,Private,11780,1,SUV,0,0,Yes,6,7798,11,1,City
777891153,1,16-Apr-54,45,2,16,"£40,390","£231,105",Yes,M,<High School,z_Blue Collar,39,Private,7970,6,Pickup,10037,3,Yes,5,0,6,0,City
539613604,0,27-Nov-44,54,0,14,"£59,291",£0,No,M,<High School,z_Blue Collar,5,Private,12830,1,Minivan,6815,1,No,6,0,1,0,City
477485053,0,05-Aug-45,54,0,,"£50,457","£238,800",Yes,M,Bachelors,Manager,22,Commercial,40900,1,Panel Truck,7103,2,No,5,0,11,0,City
650809708,0,27-Nov-50,48,0,10,,"£155,833",Yes,M,Masters,,18,Commercial,30500,1,Panel Truck,0,0,No,2,0,18,0,City
949302275,0,16-Feb-56,43,0,8,"£196,974","£494,564",Yes,M,PhD,,31,Commercial,28610,13,Panel Truck,0,0,No,1,0,12,0,City
68839515,0,20-Jan-60,39,0,11,"£52,586","£255,714",No,M,<High School,z_Blue Collar,39,Private,8330,1,Pickup,0,0,No,0,3806,7,1,City
43102423,0,04-Jun-42,57,0,11,"£113,403","£323,747",No,M,PhD,Manager,53,Commercial,24370,6,Panel Truck,10457,2,No,0,34224,11,1,City
522412728,0,15-Nov-70,29,1,12,"£24,464","£124,992",Yes,M,High School,Clerical,17,Commercial,6850,7,Pickup,40703,2,Yes,4,1829,7,1,City
411355078,2,21-May-57,42,3,12,"£62,386","£200,842",Yes,M,Bachelors,Professional,5,Commercial,18840,7,Van,8835,2,No,4,0,9,0,City
232409462,0,15-Oct-54,45,0,12,"£139,239","£343,831",No,M,Masters,Lawyer,32,Private,19920,6,Van,0,0,No,0,0,11,0,Rural
878494502,0,04-Sep-52,47,0,14,"£106,484","£327,702",Yes,M,Masters,Manager,49,Commercial,28380,4,Panel Truck,0,0,No,0,0,19,0,City
827520459,0,22-Jun-46,53,0,15,"£75,184","£263,585",Yes,F,Bachelors,Manager,11,Commercial,25540,1,Pickup,1037,1,No,2,0,10,0,City
502501068,0,23-Sep-51,48,0,11,"£151,979","£397,531",No,F,PhD,,25,Commercial,38290,3,Panel Truck,14968,1,Yes,1,8229,18,1,City
307718148,0,10-Aug-43,56,0,13,"£69,790","£196,444",Yes,M,High School,z_Blue Collar,44,Commercial,15960,17,Minivan,7825,3,No,6,0,1,0,City
451843366,0,15-Dec-74,24,1,10,"£55,492",£0,No,F,High School,z_Blue Collar,16,Commercial,22330,1,Pickup,0,0,No,3,3069,1,1,City
318075197,1,20-Jul-36,63,1,2,"£38,111","£153,110",Yes,F,Masters,Lawyer,28,Private,15700,13,SUV,0,0,Yes,2,8478,19,1,City
940927879,0,14-Aug-57,42,2,13,"£63,030","£213,685",Yes,F,<High School,Clerical,77,Commercial,38870,1,Panel Truck,0,0,No,0,0,7,0,Rural
464738176,0,29-Oct-58,41,0,0,£0,"£68,497",No,F,<High School,Home Maker,45,Private,1500,6,Sports Car,0,0,No,2,0,5,0,Rural
401251390,0,18-Mar-44,55,0,12,"£62,924","£242,356",No,M,Bachelors,Professional,39,Commercial,9310,1,Pickup,0,0,No,0,9715,14,1,City
208280446,3,28-Feb-50,49,0,11,"£105,646","£333,582",Yes,M,High School,Professional,41,Private,6000,4,Pickup,0,0,No,4,0,6,0,Rural
213733981,1,22-Nov-57,41,3,13,"£79,190","£240,254",Yes,F,High School,Manager,31,Private,13520,1,Sports Car,3469,2,No,4,0,1,0,City
37905119,0,19-Mar-56,43,2,16,"£98,666","£314,161",Yes,F,Masters,Lawyer,36,Private,3800,6,SUV,35062,2,Yes,0,0,16,0,City
